,,Phylum,Class,Order,Family,Genus,,
OTU_14985,Pseudomonas oryzae Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_3085,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_170,Candidatus Propionivibrio aalborgensis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_3700,Pseudomonas linyingensis Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_12202,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_4441,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_4443,Tolypothrix bouteillei VB521301 Bacteria, Cyanobacteria, Nostocales, Microchaetaceae, Tolypothrix,,,
OTU_2417,Desulfobulbus propionicus DSM 2032 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfobulbus,,
OTU_4445,Geobacteraceae bacterium GWC2_58_44 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae,,,
OTU_7017,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_12777,Geobacter thiogenes Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_12776,Sporobacter termitidis DSM 10068 Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Sporobacter,,
OTU_17321,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_17320,Pseudanabaena cf. frigida LEGE 06144 Bacteria, Cyanobacteria, Oscillatoriophycideae, Oscillatoriales, Pseudanabaena,,,
OTU_17327,Anaeromyxobacter sp. PSR-1 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_17326,Desulfovibrio sp. K3S Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio,,
OTU_8124,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_13359,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_12207,Methylomonas methanica Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_13607,Desulfuromonadales bacterium GWC2_61_20 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales,,,,
OTU_13601,Rhizobium sp. STM 7300 Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium,
OTU_12779,Desulfomonile tiedjei DSM 6799 Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophaceae, Desulfomonile,,
OTU_12778,Azomonas agilis Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Azomonas,,
OTU_17059,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_12000,Anaeromyxobacter sp. PSR-1 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_12002,Desulfuromonadales bacterium GWC2_61_20 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales,,,,
OTU_6655,Rhodoblastus acidophilus Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Rhodoblastus,,
OTU_12004,Methylomonas lenta Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_12559,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_16055,Methylomonas lenta Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_3530,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_8703,Methylomonas sp. DH-1 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_16058,Geobacter pelophilus Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_16059,Candidatus Propionivibrio aalborgensis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_8706,Azospirillum sp. TSA13 Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum,,
OTU_14405,Heliobacterium modesticaldum Ice1 Bacteria, Firmicutes, Clostridia, Clostridiales, Heliobacteriaceae, Heliobacterium,,
OTU_12551,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_8705,Anaeromyxobacter sp. PSR-1 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_17488,uncultured Geobacter sp. Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, environmental samples,
OTU_1407,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_1404,Geobacter pickeringii Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_1402,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_1400,Sideroxydans lithotrophicus ES-1 Bacteria, Proteobacteria, Betaproteobacteria, Gallionellales, Gallionellaceae, Sideroxydans,,
OTU_9434,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_232,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_237,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_1408,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_726,Methylomonas sp. LW13 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_88,Desulfobacca sp. RBG_16_60_12 Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophaceae, Desulfobacca,,
OTU_12489,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_16909,Desulfuromonas thiophila Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas,,
OTU_2549,Sphaerotilus natans Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Sphaerotilus,,,
OTU_12484,Oscillatoria sp. PCC 6506 Bacteria, Cyanobacteria, Oscillatoriales, Oscillatoria,,,,
OTU_4627,uncultured alpha proteobacterium Bacteria, Proteobacteria, Alphaproteobacteria, environmental samples,,,,
OTU_7708,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_12480,Thermocrinis albus DSM 14484 Bacteria, Aquificae, Aquificales, Aquificaceae, Thermocrinis,,,
OTU_12483,Mesorhizobium sophorae Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium,,
OTU_4622,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_8387,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_17184,Gallionellales bacterium RIFOXYB12_FULL_54_9 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_12179,Methylocystis sp. LW5 Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylocystaceae, Methylocystis,,
OTU_8102,Geobacteraceae bacterium GWC2_53_11 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae,,,
OTU_8381,Pseudanabaena cf. frigida LEGE 06144 Bacteria, Cyanobacteria, Oscillatoriophycideae, Oscillatoriales, Pseudanabaena,,,
OTU_13008,Opitutaceae bacterium TSB47 Bacteria, Verrucomicrobia, Opitutae, Opitutales, Opitutaceae,,,
OTU_12177,Azoarcus sp. KH32C Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azoarcus,,
OTU_12176,Methanosaeta concilii GP6 Archaea, Euryarchaeota, Methanomicrobia, Methanosarcinales, Methanosaetaceae, Methanosaeta,,
OTU_16122,Desulfatibacillum alkenivorans DSM 16219 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfatibacillum,,
OTU_12170,Geobacter sulfurreducens KN400 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_8388,Geobacter pelophilus Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_6477,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_947,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_11470,Martelella endophytica Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Martelella,,
OTU_11473,Desulfuromonadales bacterium GWC2_61_20 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales,,,,
OTU_11472,Geobacter pelophilus Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_9473,Candidatus Propionivibrio aalborgensis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_1004,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_11477,uncultured alpha proteobacterium Bacteria, Proteobacteria, Alphaproteobacteria, environmental samples,,,,
OTU_19175,Bradyrhizobium sp. BR10280 Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_891,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_11478,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_8665,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_19435,Rhodocyclales bacterium RIFCSPLOWO2_02_FULL_63_24 Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, unclassified Rhodocyclales,,,
OTU_1718,Desulfovibrio desulfuricans ND132 Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio,,
OTU_19177,Azospirillum sp. TSA10 Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum,,
OTU_19430,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_17619,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_9132,uncultured alpha proteobacterium Bacteria, Proteobacteria, Alphaproteobacteria, environmental samples,,,,
OTU_1710,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_2848,Geobacter pickeringii Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_1716,Anaeromyxobacter sp. PSR-1 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_1717,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_8410,Azohydromonas sp. P4-12 Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Azohydromonas,,
OTU_1715,Gallionellales bacterium GWA2_60_142 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_8304,Anaeromyxobacter sp. Fw109-5 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Anaeromyxobacter,
OTU_2547,Methylocaldum sp. 175 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylocaldum,,
OTU_5399,Gallionellales bacterium RIFOXYB12_FULL_54_9 Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales,,,,
OTU_11879,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_11878,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_65,Azoarcus tolulyticus Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Zoogloeaceae, Azoarcus,,
OTU_11875,Desulfuromonas thiophila Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas,,
OTU_11874,Geobacter thiogenes Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_9131,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_11870,Methylobacter tundripaludum SV96 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylobacter,,
OTU_4711,Candidatus Propionivibrio aalborgensis Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_4883,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_8095,Azospirillum brasilense Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum,,
OTU_6325,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_12395,'Nostoc azollae' 0708 Bacteria, Cyanobacteria, Nostocales, Nostocaceae, Trichormus,,,
OTU_4714,Martelella endophytica Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Martelella,,
OTU_490,Propionivibrio dicarboxylicus Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio,,
OTU_9092,Treponema sp. GWC1_61_84 Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema,,,
OTU_12398,Methylococcaceae bacterium Sn10-6 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae,,,
OTU_3428,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_6475,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_11615,uncultured Dechloromonas sp. Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Dechloromonas, environmental samples,
OTU_4490,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_2641,Burkholderia unamae Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia,,
OTU_11611,Rhodocyclales bacterium GWA2_65_19 Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, unclassified Rhodocyclales,,,
OTU_11610,Burkholderia sp. enrichment culture clone CACua-09 Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, environmental samples,
OTU_16475,Geobacter pelophilus Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter,,
OTU_6633,uncultured Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, environmental samples,
OTU_11619,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_9270,Clostridium pasteurianum Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium,,
OTU_16472,Desulfuromonas soudanensis Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas,,
OTU_4329,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_11585,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_5944,Bradyrhizobium sp. Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_18895,Desulfonatronum thiosulfatophilum Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfonatronaceae, Desulfonatronum,,
OTU_11583,Martelella endophytica Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Martelella,,
OTU_18898,Clostridium ljungdahlii Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium,,
OTU_12951,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_12950,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_19545,Clostridium cellulovorans 743B Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium,,
OTU_19544,Peptococcaceae bacterium CEB3 Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae,,,
OTU_16674,Methylococcaceae bacterium Sn10-6 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae,,,
OTU_5407,Anaeromyxobacter sp. Fw109-5 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Anaeromyxobacter,
OTU_6880,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_20690,Clostridium pasteurianum BC1 Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium,,
OTU_5404,Alkalinema sp. CACIAM 70d Bacteria, Cyanobacteria, Synechococcales, Pseudanabaenaceae, Alkalinema,,,
OTU_907,Methylocella palustris Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Methylocella,,
OTU_17524,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_4593,Martelella endophytica Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Martelella,,
OTU_1662,Methylomonas paludis Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomonas,,
OTU_12182,Stenotrophomonas maltophilia Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, Stenotrophomonas maltophilia group,
OTU_1661,Anaeromyxobacter sp. RBG_16_69_14 Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Anaeromyxobacteraceae, Anaeromyxobacter,
OTU_11901,Rhodocyclales bacterium RIFCSPLOWO2_02_FULL_63_24 Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, unclassified Rhodocyclales,,,
OTU_9388,uncultured Burkholderia sp. Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, environmental samples,
OTU_11277,Methylococcaceae bacterium Sn10-6 Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae,,,
OTU_11275,Allochromatium warmingii Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae, Allochromatium,,
OTU_11909,Bradyrhizobium canariense Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_19376,Pseudomonas sp. IPPW-2 Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,,
OTU_9383,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_9384,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
OTU_2717,Bradyrhizobium japonicum Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,,
